,usuarioA,usuarioB
1990,1156049,1398469
1991,1156049,69270
1992,1156049,34390
1993,1156049,1156049
1994,177641,1153097
1995,177641,177641
1996,177641,1153097
1997,177641,177641
1998,177641,3012099
1999,177641,1153097
2000,177641,811702
2001,570326,715922
2002,2337269,5176837
2003,2337269,6753988
2004,2337269,4949354
2005,2337269,2890843
2006,2337269,11928653
2007,2337269,4949354
2008,391394,1764161
2009,391394,391394
2010,461084,1153097
2011,461084,1331190
2012,461084,4573881
2013,249703,5180973
2014,249703,1301838
2015,565347,565347
2016,565347,378929
2017,565347,2294695
2018,565347,565347
2019,565347,2294695
2020,565347,2294695
2021,565347,2294695
2022,565347,565347
2023,565347,5519476
2024,565347,565347
2025,565347,5519476
2026,565347,378929
2027,565347,2192970
2028,565347,1027537
2029,565347,12594730
2030,565347,5298194
2031,565347,4758286
2032,565347,9423656
2033,5868604,2294695
2034,5868604,4230822
2035,5868604,23903
2036,5868604,4230822
2037,5868604,948356
2038,5868604,2294695
2039,5868604,948356
2040,622385,4871841
2041,622385,2294695
2042,622385,2294695
2043,622385,622385
2044,622385,4871841
2045,622385,4871841
2046,622385,2294695
2047,622385,143208
2048,622385,4762606
2049,622385,8310677
2050,622385,3588778
2051,622385,1139068
2052,622385,11485180
2053,622385,903893
2054,622385,1139068
2055,622385,13294109
2056,622385,3975805
2057,622385,6685658
2058,1702725,2294695
2059,1702725,1702725
2060,1702725,1764161
2061,1702725,1702725
2062,1702725,15655
2063,1702725,1153097
2064,1764161,1764161
2065,1764161,2799276
2066,1764161,2294695
2067,1764161,1764161
2068,1764161,474988
2069,1764161,1764161
2070,1764161,474988
2071,1764161,1764161
2072,1764161,2799276
2073,1764161,1764161
2074,1764161,8604205
2075,1614348,1614348
2076,1614348,8604205
2077,2202391,4871841
2078,2202391,652632
2079,2202391,2164013
2080,2202391,8121819
2081,2202391,681278
2082,2202391,8604205
2083,2202391,1017605
2084,2202391,8604205
2085,461084,973550
2086,461084,461084
2087,461084,973550
2088,461084,461084
2089,461084,273283
2090,461084,497286
2091,461084,5541768
2092,1764161,4871841
2093,1764161,216296
2094,1764161,1764161
2095,1764161,216296
2096,1764161,15655
2097,1764161,4108644
2098,1742685,2294695
2099,1742685,973550
2100,1742685,2294695
2101,1742685,1742685
2102,1742685,2294695
2103,1742685,1742685
2104,1742685,2294695
2105,1742685,1742685
2106,1742685,2294695
2107,1742685,1742685
2108,1742685,2294695
2109,1742685,1742685
2110,1742685,2294695
2111,1742685,1742685
2112,1742685,770808
2113,1742685,2345665
2114,1742685,800583
2115,1298636,1298636
2116,2011086,1851706
2117,2011086,753453
2118,2011086,911659
2119,2011086,911659
2120,2011086,3987877
2121,2011086,1919241
2122,1508066,1508066
2123,1508066,474988
2124,1508066,1508066
2125,1508066,2386801
2126,1508066,5282526
2127,1508066,4387884
2128,1732742,4871841
2129,1732742,1545348
2130,1732742,1732742
2131,1732742,1545348
2132,1732742,1732742
2133,491672,4871841
2134,491672,491672
2135,491672,391394
2136,491672,2294695
2137,491672,391394
2138,491672,491672
2139,491672,491672
2140,491672,391394
2141,491672,391394
2142,491672,2294695
2143,491672,491672
2144,491672,391394
2145,491672,491672
2146,491672,2251508
2147,491672,491672
2148,491672,491672
2149,491672,491672
2150,491672,391394
2151,3487874,15655
2152,3487874,15655
2153,3487874,15655
2154,3487874,3487874
2155,3487874,1153097
2156,3487874,3034596
2157,702380,4871841
2158,702380,702380
2159,702380,4871841
2160,702380,702380
2161,702380,702380
2162,702380,4871841
2163,877936,3695164
2164,877936,1175788
2165,877936,1228915
2166,877936,9781742
2167,1764161,15655
2168,1764161,1764161
2169,1764161,461084
2170,1764161,216296
2171,1764161,216296
2172,1764161,1764161
2173,1764161,2154472
2174,1764161,414479
2175,1764161,4108644
2176,93018,474988
2177,93018,216296
2178,93018,111951
2179,93018,93018
2180,93018,93018
2181,93018,216296
2182,93018,216296
2183,93018,93018
2184,93018,216296
2185,93018,474988
2186,93018,996623
2187,93018,2819116
2188,93018,6925321
2189,93018,8604205
2190,2166114,690815
2191,2166114,690815
2192,2166114,2166114
2193,2166114,2166114
2194,2166114,2294695
2195,2166114,2294695
2196,2166114,2166114
2197,2166114,2294695
2198,2166114,1758366
2199,1049120,15655
2200,1049120,216296
2201,1049120,15655
2202,1049120,15655
2203,6227944,1153097
2204,6227944,7928581
2205,6227944,1153097
2206,6227944,216296
2207,7059162,474988
2208,7059162,7059162
2209,7059162,474988
2210,7059162,7059162
2211,7059162,973550
2212,7059162,7059162
2213,7059162,8618864
2214,7059162,11917873
2215,7059162,8604205
2216,106150,216296
2217,163637,4871841
2218,163637,163637
2219,163637,94334
2220,163637,391394
2221,163637,94334
2222,163637,391394
2223,163637,2294695
2224,163637,391394
2225,163637,2294695
2226,163637,163637
2227,163637,163637
2228,479121,2294695
2229,479121,479121
2230,479121,643434
2231,1579300,93018
2232,1579300,1579300
2233,1579300,93018
2234,1579300,1579300
2235,1579300,93018
2236,1579300,1579300
2237,1579300,93018
2238,1579300,1579300
2239,3580270,1006291
2240,3580270,3580270
2241,3580270,1157931
2242,3580270,687730
2243,3580270,569068
2244,3580270,7393706
2245,3580270,9610263
2246,238863,1006291
2247,238863,238863
2248,238863,430368
2249,238863,430368
2250,238863,1715240
2251,238863,2294695
2252,238863,1715240
2253,238863,2294695
2254,238863,1715240
2255,238863,490502
2256,385716,4871841
2257,385716,4871841
2258,385716,474988
2259,385716,2294695
2260,385716,216296
2261,385716,385716
2262,385716,385716
2263,339369,2294695
2264,339369,339369
2265,339369,2294695
2266,339369,339369
2267,339369,583593
2268,373775,2294695
2269,373775,373775
2270,373775,5454053
2271,373775,3006286
2272,373775,7073993
2273,667290,2104399
2274,667290,1716267
2275,69736,4871841
2276,69736,69736
2277,69736,1423005
2278,69736,69736
2279,69736,1423005
2280,247525,4871841
2281,247525,4871841
2282,247525,455656
2283,247525,247525
2284,821305,93018
2285,821305,821305
2286,821305,93018
2287,821305,821305
2288,821305,1153097
2289,216296,2294695
2290,216296,3846814
2291,907836,907836
2292,907836,690815
2293,907836,690815
2294,907836,907836
2295,907836,690815
2296,907836,907836
2297,907836,907836
2298,907836,2294695
2299,907836,907836
2300,907836,815188
2301,907836,361630
2302,907836,2130396
2303,907836,10137
2304,907836,929834
2305,907836,2138444
2306,907836,2395231
2307,907836,5757021
2308,907836,3715668
2309,907836,383817
2310,907836,929834
2311,907836,383817
2312,907836,1315067
2313,907836,5616469
2314,907836,646992
2315,907836,8604205
2316,156449,2294695
2317,156449,216296
2318,156449,216296
2319,156449,156449
2320,551595,7208
2321,551595,474988
2322,923677,216296
2323,923677,216296
2324,923677,923677
2325,923677,216296
2326,923677,216296
2327,923677,923677
2328,2294695,1153097
2329,2294695,910753
2330,2294695,177641
2331,2294695,3695164
2332,2294695,177641
2333,776253,2294695
2334,776253,776253
2335,776253,530319
2336,776253,937496
2337,776253,474988
2338,776253,8359997
2339,776253,1096951
2340,776253,2294695
2341,776253,9255468
2342,776253,3618970
2343,55112,851359
2344,55112,55112
2345,55112,851359
2346,810579,810579
2347,810579,810579
2348,810579,4871841
2349,810579,810579
2350,810579,2294695
2351,810579,810579
2352,810579,2294695
2353,810579,463703
2354,810579,4871841
2355,810579,810579
2356,810579,810579
2357,810579,5384588
2358,810579,5384588
2359,72190,1046585
2360,446867,474988
2361,446867,446867
2362,446867,474988
2363,166706,2294695
2364,166706,3172002
2365,166706,2043945
2366,166706,93018
2367,166706,2043945
2368,166706,10137
2369,166706,2634059
2370,166706,868676
2371,166706,67104
2372,166706,15655
2373,166706,1153097
2374,923677,689311
2375,923677,923677
2376,923677,843807
2377,923677,923677
2378,923677,2199803
2379,923677,689311
2380,923677,843807
2381,923677,689311
2382,923677,923677
2383,923677,689311
2384,923677,498712
2385,923677,498712
2386,923677,249800
2387,923677,15655
2388,376268,2294695
2389,376268,376268
2390,376268,1006291
2391,376268,140300
2392,376268,2294695
2393,376268,1870060
2394,376268,651122
2395,376268,47968
2396,376268,2294695
2397,376268,29766
2398,376268,813192
2399,376268,7249092
2400,376268,4110944
2401,376268,4110944
2402,376268,7249092
2403,376268,4110944
2404,376268,11520795
2405,376268,3149408
2406,376268,8604205
2407,376268,1921923
2408,376268,152227
2409,376268,8604205
2410,376268,152227
2411,376268,8604205
2412,376268,152227
2413,376268,8604205
2414,918237,593312
2415,918237,593312
2416,918237,918237
2417,918237,593312
2418,918237,593312
2419,918237,719763
2420,918237,1252570
2421,132584,132584
2422,132584,93018
2423,132584,132584
2424,132584,132584
2425,132584,132584
2426,132584,93018
2427,132584,93018
2428,4012816,690815
2429,4012816,4012816
2430,394435,46647
2431,394435,394435
2432,394435,177641
2433,394435,5282872
2434,394435,5341184
2435,394435,4403970
2436,394435,704368
2437,394435,1153097
2438,394435,704368
2439,394435,1153097
2440,15655,4773313
2441,15655,13936771
2442,844740,8604205
2443,880411,2294695
2444,880411,690815
2445,880411,2294695
2446,880411,690815
2447,880411,2294695
2448,880411,880411
2449,880411,880411
2450,880411,158586
2451,880411,2294695
2452,880411,2294695
2453,880411,2294695
2454,880411,2294695
2455,880411,571056
2456,880411,5885350
2457,880411,910597
2458,880411,1153097
2459,4603367,973550
2460,4603367,1006291
2461,4603367,715922
2462,4603367,1006291
2463,4603367,124937
2464,4603367,821963
2465,243048,93018
2466,243048,243048
2467,243048,1448375
2468,243048,216296
2469,243048,243048
2470,243048,93018
2471,243048,243048
2472,243048,1284597
2473,243048,384283
2474,243048,243048
2475,243048,1483802
2476,243048,3589877
2477,243048,93018
2478,243048,1102667
2479,243048,5215352
2480,243048,660513
2481,243048,927678
2482,243048,2359763
2483,243048,1770876
2484,243048,93018
2485,243048,5099615
2486,243048,3466284
2487,243048,6521364
2488,243048,7899460
2489,243048,12915617
2490,243048,24967
2491,243048,8695598
2492,243048,2121331
2493,243048,12072699
2494,243048,4965837
2495,243048,989447
2496,243048,6521364
2497,243048,1536647
2498,243048,8675592
2499,243048,8117762
2500,243048,2256190
2501,2523492,690815
2502,2523492,2523492
2503,2523492,4058321
2504,2523492,2523492
2505,2523492,491192
2506,2523492,2294695
2507,2523492,491192
2508,2523492,803755
2509,2286589,15655
2510,2487390,2584733
2511,2487390,216296
2512,2487390,2584733
2513,2487390,2584733
2514,2487390,2294695
2515,2487390,2584733
2516,2487390,2294695
2517,2487390,2487390
2518,2487390,2294695
2519,2487390,2487390
2520,2487390,2294695
2521,2487390,2487390
2522,2487390,12979
2523,2487390,385644
2524,2487390,24736591
2525,2487390,15655
2526,109859,216296
2527,47380,1438328
2528,47380,1282129
2529,47380,1309544
2530,47380,11665
2531,47380,441094
2532,47380,47064
2533,47380,441739
2534,47380,3036597
2535,47380,1413330
2536,47380,1131991
2537,47380,5913801
2538,47380,702272
2539,47380,34182
2540,47380,1654017
2541,47380,570512
2542,47380,6938697
2543,47380,1271680
2544,47380,849493
2545,47380,30036
2546,47380,391394
2547,47380,11608993
2548,47380,2904266
2549,47380,2140323
2550,47380,1621344
2551,1156716,313208
2552,1156716,570070
2553,1156716,94334
2554,2294695,216296
2555,2294695,2294695
2556,2294695,2294695
2557,2294695,15655
2558,1637573,216296
2559,1637573,463703
2560,1637573,463703
2561,486104,2043945
2562,486104,486104
2563,486104,2043945
2564,486104,227395
2565,486104,1484676
2566,486104,442889
2567,486104,1853535
2568,486104,1635593
2569,486104,5394797
2570,486104,4658636
2571,486104,1991128
2572,486104,5693322
2573,486104,10137
2574,486104,9579297
2575,486104,10426513
2576,486104,7059720
2577,486104,632089
2578,486104,20718760
2579,1506905,7461208
2580,1506905,244475
2581,1506905,9000981
2582,1506905,9546691
2583,474988,474988
2584,474988,474988
2585,486104,486104
2586,486104,486104
2587,211263,15655
2588,211263,973550
2589,211263,1331190
2590,211263,211263
2591,839882,15655
2592,839882,839882
2593,839882,15655
2594,839882,1153097
2595,839882,15655
2596,839882,1153097
2597,839882,15655
2598,322311,474988
2599,322311,322311
2600,322311,474988
2601,322311,1271410
2602,322311,322311
2603,322311,216296
2604,189533,973550
2605,189533,189533
2606,189533,528137
2607,189533,4648166
2608,189533,148455
2609,189533,7242323
2610,189533,18273335
2611,189533,7322671
2612,189533,1703387
2613,640797,367262
2614,640797,640797
2615,640797,367262
2616,640797,640797
2617,640797,15655
2618,640797,640797
2619,640797,15655
2620,640797,474988
2621,640797,640797
2622,640797,339080
2623,640797,640797
2624,640797,381393
2625,640797,831105
2626,640797,167217
2627,640797,8604205
2628,640797,167217
2629,640797,8604205
2630,640797,167217
2631,640797,8604205
2632,640797,1377076
2633,640797,8604205
2634,640797,1377076
2635,640797,1377076
2636,640797,6978160
2637,640797,8604205
2638,856274,17687869
2639,856274,5329257
2640,144058,1614904
2641,144058,144058
2642,144058,1614904
2643,3834227,973550
2644,3834227,3834227
2645,3834227,11275
2646,156449,973550
2647,156449,871622
2648,515722,15655
2649,515722,15655
2650,515722,1153097
2651,515722,3717650
2652,515722,140710
2653,515722,1153097
2654,515722,3717650
2655,515722,6465562
2656,515722,762988
2657,515722,564501
2658,515722,113192
2659,515722,589571
2660,515722,2686951
2661,515722,664695
2662,515722,1159996
2663,515722,2457107
2664,515722,136476
2665,515722,2399810
2666,515722,15655
2667,515722,10709555
2668,515722,917046
2669,2964688,474988
2670,2964688,2964688
2671,2244675,474988
2672,2244675,4233080
2673,2244675,804281
2674,2244675,570070
2675,2244675,804281
2676,2244675,570070
2677,2244675,210820
2678,2244675,840655
2679,2244675,7146285
2680,2244675,7605326
2681,2244675,3408176
2682,2244675,1209844
2683,2244675,8529332
2684,662075,7208
2685,662075,874898
2686,662075,662075
2687,662075,93424
2688,715484,474988
2689,715484,2487390
2690,715484,715484
2691,715484,944425
2692,715484,593240
2693,715484,715484
2694,715484,1161316
2695,715484,1148376
2696,715484,715484
2697,715484,2706227
2698,715484,3974306
2699,715484,2294695
2700,715484,3974306
2701,715484,2294695
2702,715484,2294695
2703,715484,3974306
2704,715484,2294695
2705,715484,3974306
2706,715484,715484
2707,715484,2294695
2708,715484,3974306
2709,715484,715484
2710,715484,2294695
2711,715484,2294695
2712,715484,715484
2713,715484,593240
2714,715484,2294695
2715,715484,593240
2716,715484,715484
2717,715484,474988
2718,715484,715484
2719,715484,341609
2720,715484,6979221
2721,715484,6578103
2722,715484,715484
2723,715484,6979221
2724,715484,3877606
2725,61077,216296
2726,1847919,1243453
2727,1847919,57224
2728,1847919,57224
2729,1847919,57224
2730,1847919,10137
2731,1847919,973550
2732,284476,134527
2733,284476,474988
2734,284476,284476
2735,284476,2822053
2736,284476,474988
2737,284476,134527
2738,284476,134527
2739,284476,134527
2740,284476,155710
2741,284476,686798
2742,284476,686798
2743,284476,134527
2744,284476,686798
2745,284476,2851652
2746,284476,3177560
2747,284476,1453981
2748,284476,186071
2749,284476,3629629
2750,284476,9610263
2751,284476,3629629
2752,284476,9610263
2753,284476,1703387
2754,552783,1054402
2755,552783,1436132
2756,552783,63667
2757,552783,486818
2758,552783,1650185
2759,552783,486818
2760,552783,3531701
2761,552783,3531701
2762,552783,3531701
2763,552783,812240
2764,552783,3531701
2765,552783,812240
2766,552783,3531701
2767,552783,812240
2768,552783,816159
2769,552783,3195337
2770,552783,84020
2771,552783,1966521
2772,552783,1027537
2773,552783,1131991
2774,552783,2256190
2775,552783,15655
2776,552783,15655
2777,552783,800583
2778,552783,2256190
2779,552783,800583
2780,552783,2256190
2781,552783,800583
2782,1110926,474988
2783,1110926,1110926
2784,1110926,521109
2785,1110926,1269157
2786,1110926,3990189
2787,1110926,216296
2788,1110926,2699538
2789,1110926,981825
2790,1110926,2269113
2791,1110926,8604205
2792,1110926,2294695
2793,1110926,4671733
2794,1110926,3637648
2795,1110926,164814
2796,1110926,1153097
2797,1110926,5492820
2798,1110926,1677449
2799,1110926,101028
2800,1110926,6979221
2801,458717,15655
2802,458717,458717
2803,458717,15655
2804,458717,458717
2805,458717,1421702
2806,458717,521109
2807,458717,1421702
2808,458717,140227
2809,458717,521109
2810,458717,15655
2811,458717,1450200
2812,458717,3964828
2813,458717,77080
2814,458717,631301
2815,328194,15655
2816,328194,96837
2817,328194,791513
2818,328194,515722
2819,328194,328194
2820,328194,3205
2821,328194,3205
2822,328194,359771
2823,328194,474988
2824,328194,56165
2825,328194,15655
2826,328194,266594
2827,328194,2018885
2828,328194,266594
2829,328194,2018885
2830,328194,2212006
2831,328194,215282
2832,328194,959336
2833,328194,1758366
2834,328194,15655
2835,328194,1758366
2836,328194,1758366
2837,328194,15655
2838,328194,469908
2839,328194,15655
2840,328194,15655
2841,328194,391394
2842,328194,1764161
2843,328194,391394
2844,328194,1764161
2845,328194,1764161
2846,328194,2018885
2847,328194,2294695
2848,328194,15655
2849,328194,973550
2850,328194,2294695
2851,328194,15655
2852,328194,391394
2853,328194,2294695
2854,328194,1764161
2855,328194,973550
2856,328194,1764161
2857,328194,6807979
2858,328194,15655
2859,328194,2212006
2860,328194,474988
2861,328194,265378
2862,328194,973550
2863,328194,265378
2864,328194,1051928
2865,328194,973550
2866,328194,656065
2867,564868,474988
2868,564868,564868
2869,564868,1235614
2870,564868,682658
2871,564868,517992
2872,564868,1223799
2873,653995,186861
2874,653995,260504
2875,653995,2968852
2876,653995,57580
2877,653995,57580
2878,653995,111710
2879,653995,111710
2880,653995,8604205
2881,564868,973550
2882,564868,15655
2883,564868,564868
2884,564868,973550
2885,564868,564868
2886,564868,973550
2887,564868,564868
2888,564868,15655
2889,564868,564868
2890,564868,15655
2891,564868,15655
2892,564868,564868
2893,564868,474988
2894,564868,564868
2895,564868,5340173
2896,564868,15655
2897,564868,15655
2898,564868,564868
2899,3202,284023
2900,3202,284023
2901,3202,1634026
2902,3202,1634026
2903,3202,67395
2904,3202,760112
2905,3202,284023
2906,3202,67395
2907,3202,760112
2908,3202,973550
2909,3202,284023
2910,3202,67395
2911,3202,67395
2912,3202,1321971
2913,3202,486104
2914,3202,940070
2915,185489,185489
2916,185489,2676304
2917,185489,1672054
2918,185489,1746440
2919,185489,34390
2920,185489,67395
2921,185489,34390
2922,185489,1169263
2923,185489,1526680
2924,185489,4395572
2925,185489,1255875
2926,185489,435196
2927,185489,1140906
2928,185489,1777263
2929,185489,463703
2930,185489,34390
2931,185489,7460
2932,185489,34390
2933,185489,2204549
2934,185489,1053738
2935,185489,1156049
2936,185489,2294695
2937,185489,5052825
2938,185489,4950282
2939,185489,2401240
2940,185489,1156049
2941,185489,1101331
2942,185489,5252615
2943,185489,5907104
2944,185489,1738396
2945,185489,11450725
2946,185489,1200883
2947,185489,7208
2948,185489,34390
2949,185489,139888
2950,185489,1521532
2951,185489,5737803
2952,185489,173588
2953,185489,5780340
2954,185489,5643106
2955,185489,535866
2956,185489,5618424
2957,185489,841858
2958,185489,8141958
2959,185489,4472083
2960,185489,4759367
2961,185489,8141958
2962,185489,5215365
2963,185489,5929834
2964,185489,15930575
2965,185489,3942854
2966,185489,20753671
2967,185489,8604205
2968,185489,7997951
2969,185489,20753671
2970,216296,216296
2971,216296,320862
2972,216296,320862
2973,216296,692396
2974,216296,994179
2975,216296,320862
2976,216296,1813478
2977,216296,125422
2978,216296,10137
2979,216296,2191211
2980,216296,474988
2981,216296,49277
2982,216296,2294695
2983,216296,49277
2984,216296,2294695
2985,216296,49277
2986,216296,2294695
2987,216296,49277
2988,216296,1006291
2989,216296,1006291
2990,216296,288959
2991,216296,328955
2992,216296,8041783
2993,216296,857256
2994,216296,19320421
2995,216296,5689961
2996,216296,16700423
